,node1,node2
177,CDH1,FXYD5
178,CDH1,RPL17-C18orf32
179,CDH1,RPL17
180,CDH1,CDH5
181,CDH1,OCLN
182,IL1B,C1QB
183,IL1B,CAV1
184,IL1B,CCR2
185,IL1B,CCR9
186,IL1B,CD200
187,IL1B,CD300LF
188,IL1B,CD68
189,IL1B,CDH5
190,IL1B,CFH
191,IL1B,CFP
192,IL1B,CRH
193,IL1B,CXCL8
194,IL1B,CXCR2
195,IL1B,CYP27B1
196,IL1B,ENO2
197,IL1B,FGF6
198,IL1B,FLG2
199,IL1B,FOSB
200,IL1B,GSDMD
201,IL1B,HCAR3
202,IL1B,IFNA21
203,IL1B,LAG3
204,IL1B,SELPLG
205,IL1B,PDGFRB
206,IL1B,TYROBP
207,IL1B,PCSK1
208,IL1B,NEDD4
209,IL1B,SERPINA3
210,IL1B,NTRK1
211,IL1B,PLA2G2A
212,IL1B,MAP2K1
213,IL1B,TRAF1
214,IL1B,IRF4
215,IL1B,IL32
216,IL1B,MALT1
217,IL1B,OCLN
218,IL1B,TNFRSF1B
219,IL1B,IL1R1
220,OCLN,CAV1
221,OCLN,CD68
222,OCLN,CDH5
223,OCLN,CXCL8
224,OCLN,DSG1
225,OCLN,FLG2
226,OCLN,LGR5
227,OCLN,PDGFRB
228,OCLN,TFF3
229,FLG2,CXCL8
230,FLG2,DSC1
231,FLG2,DSG1
232,FLG2,KRT16
233,FLG2,KRT2
234,FLG2,SPRR2B
235,ARHGAP11B,SPAG5
236,SPAG5,CENPA
237,SPAG5,DCLRE1B
238,SPAG5,KIF15
239,SPAG5,KIF22
240,SPAG5,NEIL3
241,SPAG5,SERTM1
242,SPAG5,TPX2
243,SPAG5,SPC24
244,ARHGEF17,RASL12
245,CABP5,TREML1
246,RGS1,FOSB
247,RGS1,NMUR2
248,POU4F1,NTRK1
249,POU4F1,SLC17A6
250,MGRN1,ATXN3L
251,MGRN1,NEDD4
252,COMMD8,UBE2M
253,COMMD8,DDB1
254,LRRC20,LRG1
255,LRRC20,LRRC8E
256,POTEM,KRTAP4-11
257,ASNS,SESN2
258,ASNS,CTPS2
259,SESN2,ATP6V0B
260,SESN2,PRKAG3
261,CTPS2,MRPL13
262,CTPS2,EGFL6
263,ATF6B,TNXB
264,TNXB,CDH5
265,TNXB,CFB
266,TNXB,CHST14
267,TNXB,COL6A2
268,TNXB,NOMO3
269,TNXB,PRH2
270,ATP6V0B,COX6A2
271,ATP6V0B,MRPL13
272,ATP6V0B,MRPL21
273,ATP6V0B,RPL17
274,ATP6V0B,RPL17-C18orf32
275,COX6A2,COA6
276,COX6A2,TEF
277,COX6A2,COX6B2
278,MRPL13,EIF1AY
279,MRPL13,ENO2
280,MRPL13,FAM71E2
281,MRPL13,KCNG1
282,MRPL13,KCNS3
283,MRPL13,MRPL15
284,MRPL13,SLC2A13
285,MRPL13,PRH1
286,MRPL13,PRH2
287,MRPL13,PRB1
288,MRPL13,TRUB2
289,MRPL13,RPL39L
290,MRPL13,RPL17-C18orf32
291,MRPL13,RPL17
292,MRPL13,MRPL21
293,MRPL21,EIF1AY
294,MRPL21,FAM71E2
295,MRPL21,MRPL15
296,MRPL21,USP4
297,MRPL21,RPL17-C18orf32
298,MRPL21,RPL17
299,RPL17,EIF1AY
300,RPL17,EIF3C
301,RPL17,ENO2
302,RPL17,KCNG1
303,RPL17,KCNS3
304,RPL17,MRPL15
305,RPL17,PSMC4
306,RPL17,RPL39L
307,RPL17,RPL17-C18orf32
308,RPL17-C18orf32,EIF1AY
309,RPL17-C18orf32,ENO2
310,RPL17-C18orf32,KCNG1
311,RPL17-C18orf32,KCNS3
312,RPL17-C18orf32,MRPL15
313,RPL17-C18orf32,RPL39L
314,ATXN3L,JOSD2
315,JOSD2,USP4
316,B4GALT3,OGN
317,OGN,COL6A2
318,OGN,MFAP4
319,OGN,THBS4
320,OGN,ST3GAL4
321,XRCC6,CENPA
322,XRCC6,DCLRE1B
323,XRCC6,DDB1
324,XRCC6,NEIL3
325,XRCC6,TDP2
326,BHLHE40,FOSB
327,BHLHE40,CIART
328,BHLHE40,TIPIN
329,BHLHE40,TEF
330,FOSB,CXCL8
331,CIART,TEF
332,TIPIN,SHPRH
333,TEF,COA6
334,TEF,COX6B2
335,TEF,SRPX2
336,BOK,PMAIP1
337,PMAIP1,SFN
338,C10orf71,ITGB3BP
339,ITGB3BP,CENPA
340,ITGB3BP,EFCAB7
341,ITGB3BP,SPC24
342,C1QB,CFP
343,C1QB,CD68
344,C1QB,TYROBP
345,C1QB,SLAMF8
346,C1QB,FOLR2
347,C1QB,CFH
348,C1QB,HLA-DMB
349,C1QB,CFB
350,CFP,CFB
351,CFP,CFH
352,CFP,TYROBP
353,CFP,F12
354,CFP,FKBP6
355,CD68,CCR2
356,CD68,CD200
357,CD68,LAG3
358,CD68,SELPLG
359,CD68,IL1R1
360,CD68,CD8B
361,CD68,CXCR2
362,CD68,IRF4
363,CD68,FOLR2
364,CD68,PDGFRB
365,CD68,CDH5
366,CD68,SERPINA3
367,CD68,ENO2
368,CD68,CXCL8
369,CD68,TYROBP
370,TYROBP,CCR2
371,TYROBP,CD200
372,TYROBP,CD300LF
373,TYROBP,FOLR2
374,TYROBP,HLA-DMB
375,TYROBP,MS4A14
376,TYROBP,PDGFRB
377,TYROBP,SELPLG
378,TYROBP,SLAMF8
379,TYROBP,TREML1
380,TYROBP,ULBP2
381,SLAMF8,HLA-DMB
382,SLAMF8,LAG3
383,SLAMF8,SLAMF7
384,CFH,CAV1
385,CFH,CFB
386,CFH,F12
387,CFH,COL6A2
388,CFH,CXCL8
389,CFH,F5
390,HLA-DMB,LAG3
391,CFB,LRG1
392,CFB,SERPINA3
393,TREML1,CD300LF
394,CACNA1B,CAV1
395,CACNA1B,TRPV2
396,CACNA1B,RASGRP3
397,CACNA1B,CACNA2D3
398,CAV1,MYH9
399,CAV1,PDGFRB
400,CAV1,CXCL8
401,CAV1,NEDD4
402,CAV1,TBX4
403,CAV1,PTGFR
404,CAV1,CDH5
405,CAV1,NTRK1
406,TRPV2,INPP5F
407,RASGRP3,CACNA2D3
408,CALCB,CRH
409,CRH,SLC17A6
410,CRH,HTR2C
411,CRH,HTR1B
412,CRH,PENK
413,CRH,HSD11B2
414,CAPN15,PRDM9
415,CAPN15,EFCAB7
416,PRDM9,FKBP6
417,PRDM9,SYCE2
418,SLC17A6,GAP43
419,SLC17A6,NEFM
420,SLC17A6,PENK
421,PENK,CXCL8
422,PENK,GPSM3
423,PENK,NMUR2
424,PENK,NPB
425,PENK,NPTX2
426,PCSK1,PAX4
427,MYH9,CNN2
428,MYH9,TRIOBP
429,MYH9,TPRN
430,PDGFRB,CCR2
431,PDGFRB,CDH5
432,PDGFRB,COL6A2
433,PDGFRB,CSPG4
434,PDGFRB,CXCL8
435,PDGFRB,CXCR2
436,PDGFRB,EBF1
437,PDGFRB,FGF6
438,PDGFRB,IFNA21
439,PDGFRB,IL1R1
440,PDGFRB,NID2
441,PDGFRB,SYNGAP1
442,CXCL8,CCR2
443,CXCL8,CCR9
444,CXCL8,CDH5
445,CXCL8,LAG3
446,CXCL8,SELPLG
447,CXCL8,FGF6
448,CXCL8,NMUR2
449,CXCL8,TPX2
450,CXCL8,MAP2K1
451,CXCL8,PSMA8
452,CXCL8,GPSM3
453,CXCL8,IFNA21
454,CXCL8,UGT1A10
455,CXCL8,SLAMF7
456,CXCL8,NPB
457,CXCL8,THBS4
458,CXCL8,PLA2G2A
459,CXCL8,TNFRSF1B
460,CXCL8,PTGFR
461,CXCL8,IL32
462,CXCL8,IL1R1
463,CXCL8,CXCR2
464,NEDD4,GRB14
465,NEDD4,MTMR4
466,NEDD4,SPRY2
467,NEDD4,NTRK1
468,TBX4,HOXA11
469,TBX4,PITX2
470,CDH5,FGF6
471,CDH5,CSPG4
472,CDH5,RUNX3
473,NTRK1,EFNB1
474,NTRK1,FGF6
475,NTRK1,GAP43
476,NTRK1,LRRC71
477,NTRK1,SLITRK4
478,CCR2,LAG3
479,CCR2,SELPLG
480,CCR2,CD180
481,CCR2,GPSM3
482,CCR2,IRF4
483,CCR2,IL1R1
484,CCR2,TNFRSF1B
485,CCR2,DEFB106B
486,CCR2,CCR9
487,CCR2,CXCR2
488,LAG3,CCR9
489,LAG3,CD200
490,LAG3,CD8B
491,LAG3,IRF4
492,LAG3,SLAMF7
493,SELPLG,CCR9
494,SELPLG,CXCR2
495,CD180,NOX3
496,GPSM3,CCR9
497,GPSM3,CXCR2
498,GPSM3,NMUR2
499,GPSM3,NPB
500,GPSM3,HTR1B
501,GPSM3,TAS2R43
502,GPSM3,HCAR3
503,IRF4,CCR9
504,IRF4,EBF1
505,IRF4,IFNA21
506,IRF4,IGLL1
507,IRF4,IL1R1
508,IRF4,USP4
509,IRF4,SLAMF7
510,IRF4,TRAF1
511,IRF4,TCL1A
512,IRF4,MALT1
513,IRF4,RUNX3
514,IL1R1,CXCR2
515,IL1R1,EFNB1
516,IL1R1,FCER2
517,IL1R1,GSDMD
518,IL1R1,IL22RA2
519,IL1R1,PELI3
520,IL1R1,TRAF1
521,IL1R1,TNFRSF1B
522,TNFRSF1B,PSMA8
523,TNFRSF1B,PSMC4
524,TNFRSF1B,TDP2
525,TNFRSF1B,TRAF1
526,DEFB106B,DEFA6
527,DEFB106B,DEFB106A
528,DEFB106B,DEFB125
529,CCR9,CXCR2
530,CCR9,HTR1B
531,CXCR2,MAP2K1
532,CXCR2,THBS4
533,HTR1B,HTR2C
534,NOX3,DUOXA2
535,FCER2,FCAMR
536,FCER2,TCL1A
537,CSPG4,CHST14
538,CSPG4,COL6A2
539,CSPG4,FGF6
540,CSPG4,SI
541,CSPG4,GRIP1
542,CD200,TRAF1
543,CD200,CD300LF
544,IGLL1,EBF1
545,EBF1,RUNX3
546,CD300LF,MS4A14
547,SERPINA3,ENO2
548,SERPINA3,LRG1
549,SERPINA3,OLFM3
550,ENO2,NEFM
551,ENO2,PGK2
552,ENO2,GAP43
553,EFNB1,VLDLR
554,EFNB1,GRIP1
555,FGF6,SPRY2
556,TFF3,DMBT1
557,TFF3,LGR5
558,TFF3,TFF1
559,TFF3,UBASH3A
560,TRIOBP,GJB6
561,TRIOBP,RAI14
562,TRIOBP,TPRN
563,SERPINB5,SFN
564,RUNX3,PSMC4
565,MAP2K1,SYNGAP1
566,MAP2K1,SLC39A1
567,MAP2K1,MAPK15
568,MAP2K1,SFN
569,LGR5,DDB1
570,SFN,KRT16
571,FXYD5,FXYD7
572,FXYD5,FXYD6-FXYD2
573,CDKAL1,SHBG
574,CENPA,KIF22
575,CENPA,NEIL3
576,CENPA,TPX2
577,CENPA,DDB1
578,CENPA,KIF15
579,CENPA,SPC24
580,KIF22,KIF15
581,KIF22,SPC24
582,KIF22,TPX2
583,NEIL3,FANCB
584,NEIL3,KIF15
585,NEIL3,TDP2
586,NEIL3,TPX2
587,TPX2,KIF15
588,DDB1,UBE2M
589,DDB1,PRH2
590,DDB1,PRH1
591,DDB1,IP6K1
592,KIF15,SPC24
593,F12,F5
594,COL6A2,NID2
595,COL6A2,TGFB1I1
596,COL6A2,MFAP4
597,COL6A2,THBS4
598,F5,GORASP1
599,F5,NSF
600,FKBP6,SUN1
601,FKBP6,SYCE2
602,CHST14,EXTL2
603,EXTL2,HS3ST2
604,CMC1,COA6
605,COA6,COX6B2
606,CNTD1,MSH5
607,CNTD1,SUN1
608,MSH5,SYCE2
609,MSH5,SLC39A1
610,SUN1,SYCE2
611,TGFB1I1,MAPK15
612,MFAP4,PLA2G2A
613,UBE2M,FBXW10
614,UBE2M,PSMC4
615,HTR2C,MAGEL2
616,HSD11B2,CYP27B1
617,SI,UGT1A6
618,SI,UGT1A4
619,SI,UGT1A8
620,SI,UGT1A10
621,SI,UGT1A1
622,GRIP1,PPFIBP2
623,GRIP1,NSF
624,NMUR2,NPB
625,PSMA8,PSMC4
626,IFNA21,IL22RA2
627,UGT1A10,UGT1A1
628,UGT1A10,UGT1A6
629,UGT1A10,UGT1A9
630,UGT1A10,UGT1A4
631,UGT1A10,UGT1A8
632,PLA2G2A,DEFA6
633,UGT1A8,UGT1A1
634,UGT1A8,UGT1A4
635,UGT1A8,UGT1A6
636,UGT1A8,UGT1A9
637,UGT1A4,UGT1A1
638,UGT1A4,UGT1A6
639,UGT1A4,UGT1A9
640,UGT1A6,UGT1A1
641,UGT1A6,UGT1A9
642,UGT1A1,UGT1A9
643,DCLRE1B,ZNF367
644,DCLRE1B,ZNF276
645,DCLRE1B,FANCB
646,PRH2,MRPL15
647,PRH2,PRB1
648,PRH2,PRH1
649,PRH1,MRPL15
650,IP6K1,IP6K3
651,DEFA6,DEFB106A
652,DSC1,DSG1
653,DSC1,SPRR2B
654,DSC1,KRT2
655,DSG1,KRT16
656,DSG1,KRT2
657,DSG1,SPRR2B
658,SPRR2B,KRT16
659,SPRR2B,KRT33A
660,KRT2,KRT31
661,KRT2,KRT3
662,KRT2,KRT40
663,KRT16,KRT33A
664,KRT16,NEFM
665,KRT16,KRT31
666,KRT16,KRT40
667,DYNC1I1,GORASP1
668,DYNC1I1,DYNLRB2
669,GORASP1,NSF
670,VLDLR,PCDH11X
671,EIF1AY,MRPL15
672,EIF1AY,EIF3C
673,EIF1AY,USP9Y
674,EIF1AY,PCDH11X
675,EIF1AY,PCDH11Y
676,MRPL15,SLC2A13
677,MRPL15,PRB1
678,MRPL15,RPL39L
679,EIF3C,PSMC4
680,EIF3C,TRUB2
681,USP9Y,PCDH11X
682,USP9Y,PCDH11Y
683,PCDH11X,PRKX
684,PCDH11X,PCDH11Y
685,PCDH11Y,PRKX
686,PSMC4,PGK2
687,PSMC4,SLC13A4
688,TRUB2,SNRNP35
689,NEFM,FES
690,NEFM,GAP43
691,SPRY2,LFNG
692,SYCE2,SLC39A1
693,GDPD2,PLCD4
694,PLCD4,INPP5F
695,PLCD4,INPP5J
696,PLCD4,IPO11
697,PLCD4,MTMR4
698,GGTLC2,POM121
699,POM121,SNUPN
700,POM121,POM121C
701,PPFIBP2,TIFAB
702,HOXA11,HOXA2
703,HOXC13,KRT31
704,KRT31,KRT33A
705,KRT31,KRT40
706,INPP5F,MTMR4
707,IPO11,LRRC70
708,MAGEA10,PRAME
709,TFF1,PDZK1
710,KLHL17,PDZK1
711,KLHL17,TDP2
712,KLHL17,SYNGAP1
713,PDZK1,SLC22A4
714,KRT33A,KRT40
715,KRTAP4-11,KRTAP4-6
716,MSC,PITX2
717,SNUPN,POM121C
718,PRPF18,SART1
719,SART1,SNRNP35
