"Gene symbol","GSM96454","GSM96455","GSM96456","GSM96457","GSM96458","GSM96459","GSM96461","GSM96462","GSM96463","GSM96464","GSM96466","GSM96467","GSM96468","GSM96469","GSM96470","GSM96471","GSM96472","GSM96473","GSM96474","GSM96475","GSM96476","GSM96477","GSM96478","GSM96479","GSM96480","GSM96481","GSM96482","GSM96483"
"ETNK2",7.939828,3.5372,2.823305,3.119498,3.441553,2.583826,2.803175,3.241629,2.56016,2.605828,3.307607,2.132462,2.111429,3.534231,5.257672,6.508923,4.866997,1.782672,3.404928,5.794291,2.290757,2.719421,2.218998,4.89461,7.907766,1.713757,2.602454,5.220817
"ETS1",0,0,0.006596,0,0,0.096318,0,0,0,0,0.041385,0,0.065906,0.076891,0,0,0,0,0,0,0,0,0,0,0,0,1.916324,0
"ETS2",2.020677,1.522219,1.050656,0.742429,0.172448,0.59392,0.579,0.272848,0.798464,0.741583,0.846184,0.588997,0.668958,0.618168,0.571212,1.405648,0.37064,1.365739,0.472465,0.384026,0.729098,0.42512,0.747901,0,0.434886,0.801066,0.422358,0.154063
"ETV4",0.185251,0.007073,0.53894,0.375833,0.432566,0.884541,0.3358225,0.5952935,0.6724295,0.806059,0.2741185,0.602665,0.4037305,0.428836,0.31021,0.067213,0.042997,0.310475,0,0.164496,0.4293815,0.261958,0.0864715,0.046368,0,0.9036555,0.289944,0.4694835
"ETV5",0,0,0.205162,0.229332,0.071209,0,0.040835,0,0.556848,0.318621,0.084063,0.220351,0.007396,0.365147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVA1A",1.566183,2.305109,0.706393,0.651215,1.69153,0.17619,1.120213,0.880455,0.914089,0.368174,1.188965,1.640867,0.92402,1.196358,2.493073,2.780431,1.679153,0,0.797847,2.576183,4.54941,0.82238,0.920548,1.473933,2.497713,0.623752,6.859091,3.922605
"EVA1B",0.153052,0.252886,0.344228,0.077504,0.152992,0.650424,0.276023,0.096415,0.129238,0.099168,0.270061,0.050397,0.28197,0.141138,0,0,0.045552,0.980125,0,0,0,0.290462,0.114341,0,0.10987,0,0,0
"EVI2B",19.230546,8.295914,5.83764,6.415629,7.483157,7.025336,6.147548,4.766193,5.448037,6.497187,8.603523,9.065868,4.877936,8.913398,8.985799,9.828119,26.471325,12.217954,17.788103,10.124331,9.176864,10.690125,10.540308,10.404615,9.606642,10.719467,9.791526,11.504423
"EVI5L",7.628033,1.168407,1.330959,0.984024,2.639414,0.779274,1.615757,1.08381,0.833423,1.682174,2.268021,1.150222,1.366636,2.655707,1.235203,2.09571,6.677272,2.5131,1.503577,1.688133,1.919974,0.783855,1.461535,0.972375,1.418263,1.291284,2.381526,3.736914
"EWSR1",1.04749766666667,2.795105,1.24957933333333,1.16732266666667,1.491878,1.18713566666667,1.26232366666667,1.08928133333333,1.21592333333333,0.865897333333333,1.41379833333333,1.03210133333333,1.154082,1.02410033333333,2.724477,3.267529,5.161541,2.029677,4.225746,4.11519166666667,3.35467466666667,2.937061,2.887078,3.96672966666667,3.27333933333333,2.19026566666667,5.05350166666667,3.31496433333333
"EXD2",0,0.041663,0.092482,1.699263,0.181902,0,0.059606,0.000426,0.067761,0,0.115938,0,0.051523,0.015389,0,0.014849,0,0,0,0.018208,0.126489,0,0.249493,0.00105,0.023912,0.138059,0.310027,0.063032
"EXO1",1.027798,0,0.948477,1.09862,0.727104,0.699706,1.389591,0.97484,0.923089,0.883182,1.158584,0.92062,1.111724,1.001196,0.975653,0.112145,1.220355,0.535161,0.55659,0,0.022184,0.037516,0.350249,0.066662,0.211649,0.428387,0.076241,0.11808
"EXO5",0.253449,0,0.851837,0,0,0.301631,0.048537,0.276608,0,0,0.009454,0.059578,0.021002,0.042843,0,0,0,0,0.267652,0,0,0.366445,0,0,0,0.91273,0,0
"EXOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOC3",0.035384,0.345818,0,0,0.066567,0,0,0,0.20336,0,0,0,0,0,0.157259,0,0,0,0.013726,0,0.055545,0,0,0,0,0,0.03587,0
"EXOC7",0.171643,1.87385166666667,0.68822,0.541035333333333,0.603158333333333,0.693971333333333,0.742193333333333,0.570556666666667,0.454813,0.42285,0.509788333333333,0.38407,0.627584666666667,0.551971,1.67683966666667,1.74929833333333,1.59062033333333,1.64074566666667,0.852997666666667,1.86976933333333,1.74910566666667,2.05571933333333,1.47266666666667,1.90285366666667,1.63879566666667,2.49764066666667,2.76564033333333,1.86356866666667
"EXOSC2",0.88077,3.760226,1.538501,1.536126,3.944615,4.996541,1.731256,2.89613,1.406763,3.097633,1.916119,2.110971,2.223733,1.825065,1.257527,1.231235,0.572697,2.472829,0.468687,1.844782,0.708449,2.08834,1.57476,1.954021,1.872019,3.114839,1.415453,1.788077
"EXOSC3",0.097104,0,0.053087,0.0166045,0.075412,0.2060365,0,0.0140595,0.098409,0.0873905,0.0517195,0.0982065,0.001278,0.1425705,0.0684905,0,0.095748,0,0,0,0,0,0,0.00341,0.0048395,0.0408315,0.0739415,0
"EXOSC4",0.54434,0.202234,0.497247,0.690267,0.216599,0.585673,0.3455,1.117325,0.948159,1.056939,0.778858,0.745195,0.563353,0.889182,0.431844,0,0.088672,0.081712,0.723556,0.288726,0.661189,0.240971,0.375073,0.356008,0.445647,0.280456,0.410445,0.31069
"EXOSC5",0.413336,0.403499,0.555642,0.740039,0.359339,0.691145,0.414721,0.11127,0.537363,0.655899,0.456196,0.157526,0.376601,0.726674,0.128167,0.037773,0.119875,0,0.012845,0.241741,0,0.363548,0.056484,0.12877,0,1.09535,1.204841,0
"EXOSC7",1.972467,0.552222,1.053049,1.705126,1.392869,1.262205,0.805541,1.223479,1.271705,0.673956,1.382086,1.170384,0.943891,1.223789,0.788812,0.49701,1.314459,1.499605,0.872076,1.242644,0.754726,0.728484,1.145801,1.197415,0.703391,1.144695,0.414839,0.715882
"EXT1",0.028282,0.64519,0.825036,0.586369,0.962236,0.584919,0.230474,0.641815,0.960758,0.419467,0.626713,1.371853,0.775599,0.797419,0.597231,0.642391,0.396317,0.455627,0,0.735204,0.11334,0.474421,0.672924,0.727966,0.975964,0.67909,0.220201,0.935916
"EXT2",0.913069,4.079704,0.372863,0.515157,0.77092,0.680755,0.702523,0.469045,0.738351,0.304502,0.439368,0.37563,0.558805,0.474692,1.809878,2.679247,3.073073,1.521726,3.693626,1.534873,2.513665,1.986824,1.691792,2.292489,1.641983,2.30758,3.417538,1.798392
"EXTL3",0.501699,0,0,0,0.127563,0.114346,0,0.012829,0.413148,0,0.29172,0.090008,0,0.633392,0.144173,0.137109,0.38697,0.057121,0.136605,0.145242,0.040133,0.114527,0,0.171715,0.114134,0,0.560914,0.195311
"EYA2",0.1160855,0.117435,0.3121215,0.369313,0.5415525,0.5183575,0.2522525,0.1391675,0.1651275,0.491907,0.300812,0.2523035,0.3886935,0.3001105,0.0302135,0.086459,0.006566,0.061103,0,0,0.08428,0,0.0085725,0.112059,0.078301,0.0389205,0.0365555,0
"EZH1",1.257626,2.181222,1.690252,1.811096,1.685079,1.022307,1.829347,0.838848,1.331042,1.628912,1.914163,1.324322,2.120882,1.432716,1.053558,1.286716,1.59736,0.912154,1.29756,0.871423,0.909671,0.950522,1.360534,1.03261,0.675704,0.97053,1.018968,1.168277
"EZH2",0,0,0,0,0,0,0,0,0.061712,0,0,0,0,0.246174,0,0.194222,0.082361,0,0.156914,0.18887,0.271345,0.091873,0.133048,0.457695,0.275056,0,0.719287,0.289564
"EZR",5.282592,0.557489,2.645336,3.307577,2.304361,1.768094,2.385576,1.169836,1.967351,2.00702,2.744935,2.662416,2.204833,2.249207,1.016825,0,2.996807,1.343962,1.718334,1.515832,1.101765,1.225447,0.690812,1.119211,1.420016,0.58533,1.473195,1.156408
"F11R",0.007205,0,0,0.190459,0,0.05786,0.218011,0,0,0,0,0,0.038492,0.109432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F12",0.9141,0.56604,1.997472,1.728571,1.043469,2.180157,1.254369,1.097132,0.625181,1.112104,1.146706,1.593586,1.652189,0.877098,1.061294,0,0.480344,0.862347,1.159474,0.3661,0,0.933837,0.695742,0.233719,0.970167,1.413445,1.657256,0.796156
"F2R",0.749284,0.114515,0.790277,0.673685,0.861798,0.630313,0.632882,0.688939,0.762846,0.814777,0.653052,0.725901,0.663916,0.675669,0.756054,0.813034,0.90967,0.784852,1.160111,0.350073,0.802038,0.645622,0.449504,0.757652,0.394921,0.033692,1.52136,0.791118
"F2RL1",0.246207,0.162747,0.3830425,0.3248815,0.3296135,0.52419,0.39353,0.3333585,0.706921,0.3060655,0.2322825,0.435661,0.627632,0.483379,0.3131625,0.2247305,0.1077885,0.1212475,0.2220055,0.0307265,0.3736145,0.306841,0.444221,0.4277455,0.4564685,0.409398,1.3352645,0.3789225
"F3",0.01508,0,0.015184,0.254117,0.070662,0,0,0.076806,0,0,0.25179,0,0,0.181716,0,0,0,0.178213,0,0,0.137609,0,0,0.040221,0.248687,0.283738,0.257892,0.050854
"FA2H",0.356385666666667,1.053604,0.401686333333333,0.533558333333333,0.277324666666667,0.389601333333333,0.361245333333333,0.363775666666667,0.582548333333333,0.645885,0.528366666666667,0.264852333333333,0.363068333333333,0.32146,0.186506333333333,0.717424,0.333204,0.574279,0.692680333333333,0.468100666666667,0.652416333333333,0.374783666666667,0.464693666666667,0.536685666666667,0.294770333333333,0.780238,0.570060666666667,0.341508
"FAAP100",0.5728585,0.8708905,1.2235905,1.5354675,0.6994015,0.7843895,1.330581,1.3538605,0.489772,1.0559945,1.1341355,0.6722145,1.2940165,0.9971615,0.4034675,0.053031,12.35518,2.056544,1.1961895,0.662799,0.3729865,1.0128255,1.324832,0.841812,1.6922145,0.89086,1.3369085,0.603844
"FABP3",1.927047,0,1.296856,1.342372,0.490383,1.216435,0.745907,1.304403,1.048009,1.898789,0.597134,1.462433,0.622009,2.487392,1.100056,0.283058,0.877717,0.109432,1.147398,0.248234,0.262635,0.294435,0.034057,1.010422,0.480029,0.151624,0.201379,0.539359
"FABP4",0.453084,0.888237,0.37462,0.516161,0.416569,0.335781,0.418594,0.243324,0.642648,0.524397,0.364694,0.450545,0.450394,0.30681,0.397711,1.23314,1.692059,0.691011,1.494211,1.22033,0.566609,0.680477,1.440489,0.569761,1.265131,0.19589,0,1.221238
"FABP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FADD",0.183029,0,0.09996,0,0,0.082949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FADS1",3.205134,5.152043,2.477295,2.054863,2.658921,3.960886,2.309583,3.234248,2.8491,2.962908,2.558008,3.940639,2.709605,3.08272,3.32754,4.68958,4.310663,3.952128,3.913853,2.712083,2.776552,3.621695,3.881864,2.518617,2.931943,3.142803,1.505471,4.100332
"FADS2",0,0,0,0,0.166389,0.043013,0,0,0.160991,0.145746,0,0.190691,0,0,0.323907,0,0,0,0.544584,0.395976,0.732097,0,0,0.095911,0,0,0.817267,0
"FADS3",6.625776,5.058777,3.575706,3.206634,4.899949,1.459053,3.603249,3.988101,3.692759,2.074144,6.262072,3.369355,3.191695,5.688531,4.055461,3.563033,5.438381,1.588958,3.708746,7.454006,8.935833,4.701924,3.441906,4.873533,12.041591,3.110505,18.11547,10.881221
"FAF1",1.196935,0.966497,1.196211,1.375053,0.270656,1.046916,0.969046,0.659654,0.570288,1.097004,0.73054,0.841915,1.05322,0.883675,0.46504,0,0.318482,0.319713,0.330216,0,0.694318,0.441883,0.491563,0.430572,0.850133,0.293638,0,0.513767
"FAF2",0.008068,0.503587,0.018406,0,0.076566,0.011376,0,0,0,0,0,0,0,0.520131,0,0.115003,0,0.198554,0,0,0,0.484761,0.243724,0.003517,0.205278,1.502648,0.49148,0.205544
"FAH",0.263853,1.600357,0.222484,0.007594,0.106188,0.154075,0.295508,0,0.125665,0.015481,0.05114,0,0.144992,0.105054,0.39544,0.640464,0.611724,0.311395,0.4985,0.212286,0,0.821173,0.4924,0.330339,0.278402,1.00999,0.525274,0.056288
"FAHD2A",0.193504,1.442166,0,0.010417,0.047793,0.052765,0.009307,0.15276,0.01124,0,0.065496,0,0.109117,0,0.113539,0,1.049804,0.365445,1.258795,0.741588,0.290635,0.551585,0.642394,0.257844,0.161482,0.832259,0.208708,0.372736
"FAIM2",2.571092,1.819426,0.969421,1.895145,1.876369,1.04109,2.05797,1.464246,1.022992,0.599038,1.695513,0.836582,1.188434,1.047165,3.859211,2.578773,4.817323,1.589675,6.753743,2.672476,3.301119,2.682461,2.947332,5.307173,4.483854,1.979111,3.224379,4.686839
"FAM103A1",0.690066,0,0.344947,0.114297,0.279772,0.12869,0.193965,0,0.542926,0.461725,0.393993,0,0,0.193583,0.099322,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM104A",1.565638,0.163381,1.162694,2.35062,2.102925,1.163143,1.322225,1.255358,1.75084,1.6003,2.34114,1.072046,1.420695,1.577242,1.109874,1.152492,0.999662,0.81347,0.7569,1.027433,0.922431,1.281321,0.962604,0.538121,0.91752,0.193697,0.164252,1.388702
"FAM104B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247997,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM105A",0.433802,0.804724,0.149208,0,0,0,0,0,0.261209,0.198698,0.148622,0.032673,0,0,1.147296,0.195669,1.157838,0,0.495631,0.593498,1.741983,1.261829,0.600413,2.888767,0.751198,0.370823,9.377638,2.040403
"FAM107A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618972,0,0,0,0,0,0,0,0,0
"FAM107B",0,0,0,0,0,0,0,0,0,0,0,1.017862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM110A",0.8459415,1.9042815,0.6154725,0.8886605,0.332269,0.7232845,0.7756555,0.6969605,0.4035585,0.6604875,0.416959,0.6511885,0.681739,0.6716115,1.485439,2.587159,0.951097,0.8910995,0.895629,0.9544795,1.3560465,1.2733235,1.0272855,1.3236865,0.800136,0.8062285,0.697533,0.6339055
"FAM114A2",0,0,0.085582,0,0,0,0,0,0.044372,0,0,0,0.037634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM118A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285028,0,0,0.030372,0,0,0,0,0,0,0
"FAM118B",0.0352545,0,0.4478755,0.308213,0.2317225,0.374055,0.452911,0.085431,0.464547,0.178072,0.586668,0.1609285,0.335944,0.335111,0.0692815,0,0,0.491316,0,0.1560915,0,0.0699825,0.222508,0.05556,0.224138,0.0612115,0,0.060568
"FAM120B",0,0,0.359031,0.451473,0.288656,0,0.24414,0.421029,0,0,0.667403,0.356743,0.022796,0.267442,0.27209,0,0,0,0,0,0.033416,0,0,0,0,0,0.938185,0
"FAM122A",0.498821,2.128859,0.428023,0.145388,0.615702,0.287309,0.163627,0.444069,0.17405,0.022496,0.479965,0.001981,0.298061,0.571242,2.396585,1.508019,2.853824,2.898699,1.387076,2.366154,1.624998,2.349398,1.923112,2.778627,2.047303,2.943491,4.464135,1.948038
"FAM127A",1.305111,0,1.2841675,1.54313,0.9500795,0.261475,1.345722,3.0812815,2.0241315,0.8011285,2.492108,1.7427205,1.7325775,1.6309605,1.025796,0.27066,0,0,0.152301,0.8830085,0.5269335,1.3174225,0.8008685,1.3877095,1.0628475,0,0.788069,1.222773
"FAM127B",0.575258,0,0.593871,0.781585,0.601142,0.756273,0.329505,0.351607,0.413651,0.30511,0.662344,0.948492,0.41164,0.58275,0.041857,0,0.01036,0.233217,0,0,0,0.252211,0,0,0,0.723227,0.473508,0
"FAM129B",0.100758,0,0.33275,0.519855,0.502195,0.419228,0.235043,0.363689,0.3665,0.460536,0.490941,0.052208,0.472756,0.624293,0,0,0,0.247112,0.369787,0.026138,0,0,0.202163,0.174529,0.132151,0,0.348331,0
"FAM131C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153817,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM134A",1.86407,1.911651,1.604856,1.243912,2.222085,1.990213,1.787074,1.347702,0.865227,1.36085,1.364715,1.099422,1.738097,1.508161,0.864406,1.723574,2.181788,1.289344,1.166031,1.467591,0.800179,1.214996,1.307639,0.953454,1.971441,1.221605,1.68733,1.369747
"FAM136A",0,0,0,0,0.080708,0,0.014262,0,0,0,0.073996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086071,0
"FAM149B1",0,0,0,0,0,0,0,0,0,0,1.514291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM151A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012023,0,0
"FAM156A",0,0,0,0,0,0,0,0,0.045693,0,0,0,0,0.1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM160B2",0.0589825,0.1307935,0.0126715,0.171391,0.0676265,0.0774645,0.1106985,0.091689,0.098715,0.037542,0.364156,0.0361225,0.1456685,0.0651925,0,0.0658605,0,0,0,0.006264,0,0.0211625,0,0.1112735,0.051817,0,0,0.044385
"FAM162A",0.2380555,0,0.0963605,0.194285,0.036556,0.035719,0.0577785,0.0551755,0.087129,0.0958795,0.170415,0.085013,0.09245,0.187936,0.3760675,0,0,0.153014,0.0057785,0.0910325,0,0,0.054173,0.259157,0.133028,0.0452835,0.1349465,0.0943555
"FAM163A",2.211874,45.037483,1.154988,0.844249,1.391163,1.042088,1.218175,1.911764,2.21569,1.019952,1.646412,1.87017,1.279791,1.656078,13.087646,30.065808,23.794792,13.173895,22.01484,19.201115,29.676722,12.155976,13.511776,10.046309,8.910661,14.269428,14.884918,11.472054
"FAM167B",0.231603,0,0.510369,0.233644,0.368829,0.183342,0.188654,0.214383,0.317722,0.025436,0.442468,0.273218,0.414429,0.234178,0,0.156759,0,3.943975,0,0,0,0,0,0,0,0,0,0
"FAM172A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM173A",0.386702,0.627953,0.927853,1.0165845,1.14823,1.2771775,1.147457,0.6653925,0.346855,0.7358945,0.7344725,0.6908725,0.9702005,0.7261815,0.9880665,0.8332,1.0687095,1.206625,0.602287,0.5746525,0.3507335,1.098866,0.5958545,0.6776255,0.6670275,1.44283,0.5899095,0.502575
"FAM175A",9.484089,1.240306,3.667937,4.019395,2.863682,1.973213,4.891089,2.490472,5.034739,3.719125,4.337673,2.617646,2.250346,2.784862,1.557573,2.863221,2.720539,1.032277,2.558809,1.479201,2.046436,1.737386,1.74083,2.104246,3.697036,1.054761,4.134859,2.954963
"FAM175B",0.770168,0,0.357123,0.538781,0.413639,0.671134,0.69058,0.314885,0.280305,0.522921,0.636293,0.447316,0.427913,0.3325,0,0,0.351424,0.327752,0.564266,0.069283,0.697323,0.430081,0.432789,0.03976,0.133088,0,0,0.005439
"FAM181A",0.026362,0,0,0,0.003526,0,0,0,0,0.015089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM184A",0.069031,0,0.524619,0.283202,0.417132,0.755695,0.252892,0.416568,0.352206,0.294537,0.416511,0.281578,0.362634,0.380554,0.140988,0.430224,0,0,0,0.125937,0.395294,0.165973,0.095874,0.160275,0.300008,0,0.296416,0.051972
"FAM189A2",0.496533,0.36381,0.053442,0.553385,0.124519,0.573666,0.355097,0.284865,0.434055,0.57281,0.423288,0.577789,0.146703,0.511244,0.831667,0.846531,0.556933,0.36373,1.100548,0.838567,0.712919,0.92654,0.287827,0.984166,0.847456,0.302867,0.42597,0.654902
"FAM189B",2.0440744,0.8572554,1.7413764,1.9931516,1.8072868,2.0716888,1.7075952,1.6167052,1.8543584,1.8668526,1.9971016,1.9303502,1.7834896,1.5860038,0.9054352,0.7115138,0.8540348,0.7714538,0.9671246,0.9871884,0.5690474,0.9700426,0.9103868,0.9908298,1.0660548,0.803055,0.3805448,1.0249658
"FAM192A",0.002495,0,0,0,0.119674,0,0,0,0,0,0.046716,0.235798,0,0.155588,0.327062,0.469123,0,0.555425,0.124769,0.135318,0.216468,0.370436,0.319792,0.073466,0.389109,0.621893,0.367793,0.251775
"FAM193B",0,0.011563,0.15137,0.438459,0.055984,0.45388,0.197061,0.091354,0.195341,0.251394,0,0.152829,0.27835,0.14895,0.34694,0,0.238215,0.310876,0,0,0,0.059063,0,0.461486,0.324568,0.41696,0.770443,0.443879
"FAM198B",0,0.365964,0,0,0,0,0,0,0.403486,0,0,0,0,0,0.191514,0.025715,0,0,0,0.006573,0.490759,0,0,0,0.106235,0,1.752559,0.431101
"FAM206A",0.059549,0.4018,0.027595,0.013981,0,0,0,0,0,0.025562,0,0,0,0,0.010791,0.034089,0,0,0.138552,0,0,0,0,0,0.036624,0.103966,0.41928,0
"FAM207A",0.475449,0.308542,0.04663,0.008065,0.023521,0.021292,0,0.222746,0,0.032737,0,0,0,0,0,0,0,0.05419,0,0,0.205814,0,0,0,0.121797,0,0.177105,0.008963
"FAM208B",0,0,0,0.036708,0,0,0,0.216727,0.214796,0,0.105268,0.517751,0,0.066062,0,0,0,0.485611,0,0,0,0,0,0,0,0,0,0
"FAM209B",5.187176,16.572956,5.529493,4.986447,10.129243,7.263762,7.147747,7.400586,6.132851,6.546247,6.303353,6.291286,5.152972,8.395696,6.204474,18.342966,22.632892,21.614213,20.194075,15.379744,9.138304,17.926058,20.32938,15.699184,16.572543,18.438345,9.034781,14.66656
"FAM210B",0.476572,1.203109,0.384072,0.242277,0.743,0.299305,0.49654,0.424335,0.662211,0.532297,0.580622,0.145417,0.331821,0.526737,0.342457,0.396668,1.969795,0.020824,0,0,0.120706,0.186426,0.187586,0.006621,0.289536,0.206357,0.107273,0.198784
"FAM212A",0,2.157965,0,0,0,0,0,0,0,0,0,0,0,0,0.746611,1.95083,0,0,0.312286,1.007341,1.466968,0.735984,0.435998,0.619263,0.168288,0.411918,3.281363,0.457472
"FAM213A",0.815181,5.77907,2.534438,3.781441,5.530768,5.541688,2.240125,5.129876,7.399268,4.635555,2.677129,6.48859,3.72819,5.291443,3.156971,4.765128,0.436671,3.211595,0,4.125454,4.694946,3.007286,3.983973,3.805475,3.230308,4.18081,2.060704,4.727828
"FAM214B",0.343404,0.003755,0.733456,0.739673,0.51239,1.189978,0.584044,0.749554,0.260401,1.345324,0.521264,0.418186,0.621637,0.561368,0,0,0.732725,1.071759,0.298203,0.559281,0.23755,0.427599,0.186896,0.047194,0.291341,0.1348,0.739068,0.066817
"FAM216A",0,0.133291,0.018814,0,0.015194,0,0,0,0.331202,0,0.966061,0,0.209073,0.111961,0,0.298596,0,0,0.523442,0,0,0.089279,0,0,0,0,0,0.05719
"FAM219B",0,0,0,0,0,0,0,0,0.256146,0,0,0,0,0.030508,0,0,0,0,0.241065,0,0.181361,0,0,0,0,0,0,0
"FAM21C",3.24466,7.299476,10.343845,8.135522,5.929234,10.603181,6.317322,7.126947,4.047279,9.644771,7.838249,8.76875,8.557118,5.731321,10.028981,10.122489,5.81571,11.287691,7.464004,6.337663,4.741077,9.553269,9.758975,9.972429,10.282573,14.924444,6.186338,7.581212
"FAM220A",0,0.165303,0.07574,0.020956,0,0,0,0,0,0,0,0,0.005305,0,0,0.042286,0,0,0,0,0,0,0,0,0,0.317071,13.549999,0
"FAM222A-AS1",0.387387,2.209396,0.173581,0.339133,0.989347,1.668882,0.366885,1.150422,1.349659,0.389886,0.181205,0.962891,0.551887,0.923686,0.853032,0.719796,0,0.321824,0,0.507337,0.535279,0.403879,1.236799,0.253677,0.267943,0.600962,0.245139,0.502331
"FAM222B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157845,0,0,1.413151,0,0,0,0,0,0,0
"FAM234A",0,0,0,0.390392,0,0,0,0,0,0,0,0,0,0,0.007058,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM27C",0.884187,0.677859,1.400027,0.991546,1.260681,1.615174,1.454465,1.360406,1.136963,1.744514,1.110968,1.421641,1.170428,1.21142,0.909846,0.733265,0.649028,0.675057,1.132069,0.694896,0.535998,0.956404,0.846816,1.198729,0.920498,1.719926,2.475113,1.277935
"FAM32A",0.6942905,0.9941525,1.045559,0.9257995,0.9082695,1.175288,0.749959,0.556391,0.8613285,1.0905685,0.8042185,1.1031875,0.8610675,0.9094285,0.8055565,0.671437,1.4287805,1.0450835,0.3701285,0.9736375,1.3047365,0.6317545,0.5335955,1.1216035,0.935757,1.3040135,0.960408,1.1549455
"FAM3A",1.2311705,0.6689515,0.958659,0.8376715,1.00092,1.041012,0.9659125,0.6459085,0.6187565,0.917761,0.9065575,0.666513,1.021731,0.9414785,0.5217455,0.429241,1.2887985,0.7952815,1.2319585,0.681252,0.627276,0.554374,0.771452,0.4887735,0.6998,0.4613775,0.907699,0.4768365
"FAM3D",0,0.066974,0,0,0.338678,0.468884,0,0.110233,0.891114,0,0.135014,0.065065,0.037596,0.02296,0,0,0,0,0,0,0.253682,0,0,0,0,0,0,0.008416
"FAM46A",1.5733125,1.746285,0.9986715,1.03405,1.5464495,1.481781,0.9459995,1.04672,1.153514,1.359774,1.145074,1.3315295,1.0980105,1.131939,1.152497,1.091261,1.375132,1.561663,1.0101475,1.4278795,1.841515,1.1496565,1.2280255,1.2246145,1.116662,1.4930505,1.2800355,1.0260965
"FAM46B",0.5297185,0.21329,0.3336065,0.771413,0.390498,0.3815875,0.6231675,0.154031,0.5494825,0.721004,0.3550425,0.170303,0.408061,0.4417255,0.122273,0.01987,0.251815,0,0.1228845,0.2728955,0.2779795,0.083552,0.1664945,0,0.115254,0.724667,1.26388,0
"FAM49B",24.920376,15.582231,12.835878,18.6200735,14.662045,16.5704695,17.7323835,18.14666,12.807791,18.1978065,18.701062,13.6544495,14.1883135,14.0325095,23.647717,22.5878055,40.097304,28.294793,47.1646675,19.132317,18.396504,24.217093,19.3425275,24.27599,20.78629,21.010234,16.716675,19.2294285
"FAM50A",0.154957,1.113489,0.391456,0.339668,0.945045,0.211726,0.140671,0.51999,0.578019,0.088254,0.382386,0.172782,0.116308,0.282553,1.461284,1.064669,0.018926,1.062166,0.232856,0.639977,1.146543,0.699297,1.116955,1.060069,0.812121,0.638741,2.244542,0.612369
"FAM50B",0,0,0.162186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.52239,0
"FAM53C",3.68863,3.455825,1.105582,1.729703,1.055813,1.987629,1.312842,2.386303,1.129831,1.959203,0.958157,1.317771,1.616151,1.570356,1.481025,0.883943,3.703612,1.75132,5.329266,1.279619,2.590809,1.681575,2.520274,1.941645,3.856775,3.472077,1.433792,2.453509
"FAM57B",8.285364,5.474368,9.179685,7.42585,9.160027,6.051905,6.595881,9.678821,5.794716,8.497041,9.0065,5.999871,6.588308,7.636913,4.294087,4.343313,7.243853,9.388701,5.280087,5.710642,2.447421,4.699104,5.772263,5.803747,5.776855,8.251231,5.64005,6.36702
"FAM60A",1.6659195,1.230454,0.980904,1.634866,1.615815,1.70509,1.6252685,1.620879,1.52023,1.5209105,1.7217845,1.192566,1.426013,1.348785,1.6544885,1.3673405,1.749537,1.74811,2.4973905,1.7098205,1.787567,1.5453685,1.475914,1.180244,1.801827,1.0615685,1.067748,1.269327
"FAM64A",0.670652,0.559472,1.018255,0.687879,0.6151465,0.6248385,0.668161,1.000935,1.022286,0.6207555,0.6237375,0.744854,0.7354365,0.747083,0.338036,0.3402355,0.6558665,0.24217,0.5199395,0.683743,0.423335,0.5798605,0.3461725,0.6103,0.2738655,0.47646,1.0139725,0.304385
"FAM65A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
