"Gene symbol","GSM96454","GSM96455","GSM96456","GSM96457","GSM96458","GSM96459","GSM96461","GSM96462","GSM96463","GSM96464","GSM96466","GSM96467","GSM96468","GSM96469","GSM96470","GSM96471","GSM96472","GSM96473","GSM96474","GSM96475","GSM96476","GSM96477","GSM96478","GSM96479","GSM96480","GSM96481","GSM96482","GSM96483"
"ADK",0.12014,0,0,0.128402,0.036578,0.116964,0.045682,0.146151,0.093252,0.130648,0,0.142234,0,0.391997,0.52267,0.24567,0,0.299237,0.033916,0.253022,0.406319,0.506349,0.025852,0.335851,0.296686,0,1.259131,0.364128
"ADM",72.621334,35.873041,25.265591,40.842409,22.938179,20.942824,44.640411,39.067519,26.977455,19.624734,28.425001,32.50087,14.990995,30.652513,33.885655,27.048883,28.641249,9.868775,30.085845,44.507341,40.302549,22.764647,24.208359,29.453457,42.469974,11.493309,121.139721,68.598556
"ADO",1.434127,0.483432,0.942463,0.598645,0.79526,1.305313,0.261607,0.659333,0.661751,1.301799,0.860678,0.662838,0.634218,0.982132,0.917272,0.56074,0.13344,0.71972,0.259723,0.341414,0.59773,0.576634,0.468629,0.36948,0.247372,1.730274,0.626919,0.732289
"ADORA2A",0.197679,0.184092,0.137403,0.099797,0.349822,0.182181,0.53302,0.301278,0,0,0.196961,0.020447,0.200224,0.021069,0.430242,0,2.218852,0.415536,1.758891,0.138886,0.811049,0.764528,1.063437,2.334602,1.301154,1.027506,0.705354,1.686354
"ADPGK",0.306894,0.191134,0.35988,0.469899,0.396083,0.098634,0.65566,0.371885,0.8578,0.314978,0.112182,0.365683,0.331063,0.301157,0.032558,0,0,0,0,0.267558,0,0,0.106468,0.205581,0,0,0,0
"ADPRHL1",0.195323,0.935513,1.13213,0.644554,0.174562,0.876011,1.220479,1.63028,0.586935,1.144641,0.3747,0.554151,0.837609,0.385927,0.827975,0,0.263998,0.622185,0.518151,0.408113,0.616593,0.411326,0.361107,0.693584,0.968149,0.290135,0.03576,0.464839
"ADPRHL2",0.010626,0.618383,0.464017,0.289113,0.243435,0.355118,0.214144,0.293949,0.464939,0.346767,0.183622,0.365415,0.400752,0.236275,0.355557,0.230988,0.076797,0.131084,0.41962,0.333537,0.223135,0.532726,0.361044,0.526177,0.413857,0.216818,0,0.272831
"ADPRM",0.416397,0.511328,0.183277,0.207351,0.112721,0.234512,0.104522,0.303637,0.22798,0.228649,0.08585,0.196677,0.240916,0.772431,0.532283,0.303037,0,0.269745,0,0.68338,0.862744,0.513883,0.313855,0.505039,0.24103,0,0.082316,0.312771
"ADRM1",0.309317,0,0,0,0.096842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADSL",0.036269,0,0.043221,0,0,0,0,0,0,0,0,0,0,0.061153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADSS",1.838329,0.331989,0.778078,1.05484,0.857907,0.670366,1.116093,0.897372,0.588402,0.889266,0.751473,0.873949,0.974818,1.048469,1.414313,0.508693,0.725721,0.296113,0.713225,0.647204,0.887961,0.818512,0.367991,0.645521,0.618271,0.509909,0.013488,0.501435
"ADTRP",0,0,0.070248,0.039456,0,0,0.014822,0,0,0,0,0,0.353225,0.107174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEBP2",0,0,0,0,0,0.065793,0,0,0,0,0.067852,0,0,0.09418,0,0,0,0,0,0.024726,0.222381,0.237228,0,0,0,0,0.057142,0.079523
"AEN",0.832918666666667,0.108740333333333,0.288982,0.283969666666667,0.132434,0.0466046666666667,0.306867,0.103848,0.223637666666667,0.123954,0.140628,0.152050666666667,0.0905183333333333,0.139332666666667,0.197939333333333,0.0471933333333333,0.139469333333333,0,0.152322,0,0.235689,0.0386583333333333,0.0513666666666667,0.137815666666667,0.348428,0.0442296666666667,0.461463333333333,0.191253333333333
"AFAP1-AS1",0.878646,0.516532,1.216178,1.223912,1.227325,1.403818,1.723549,0.940436,0.362903,1.835512,0.986985,1.157802,1.380289,1.064438,1.894798,0.854774,1.239755,1.847858,1.515089,1.112283,0.902703,1.518957,1.250015,0.959517,0.81768,1.058411,0.834879,0.429288
"AFG3L1P",0.487937,3.540148,1.223957,0.685053,1.004741,0.913706,0.447375,0.162796,0.734926,0.538173,0.610205,1.078136,0.611233,0.76158,1.612084,4.103485,2.210278,2.156799,1.913587,1.656236,1.927625,1.770841,1.528405,1.645023,1.611881,1.449534,1.388414,1.590185
"AGA",1.803832,5.579947,1.734456,2.249942,0.767842,1.336817,2.520598,0.978887,0.898627,1.945197,1.224392,1.096871,2.612627,1.666575,1.946484,2.681406,3.107176,1.791466,1.334191,2.53533,3.738037,2.161619,2.030971,1.92497,1.949152,1.910752,1.922875,2.287496
"AGBL5",3.556612,1.722589,3.428384,4.458911,4.248008,4.167342,6.819816,4.599689,2.831041,5.563264,4.122184,4.423933,4.406153,3.262026,6.26328,3.608475,3.283748,2.434345,1.640365,4.117998,4.223767,3.041238,2.2665,3.901081,3.728692,1.609881,3.13,2.279515
"AGFG2",0,0.0811545,0,0,0.0766465,0,0.0411545,0,0,0,0.002441,0,0,0.0986075,0,0.041395,0,0.485518,0.0804305,0.061958,0,0,0,0.0178745,0,0.448077,0,0
"AGGF1",0.93246,59.135433,0.592752,0.430421,0.741477,0.843011,0.454406,0.813857,0.799834,0.583124,0.180755,0.480983,0.621346,0.478873,17.734755,30.358766,20.506127,22.368836,21.356587,21.202759,41.299308,20.57333,19.79809,19.48853,15.468452,22.202741,9.220514,17.362411
"AGK",2.115668,0,0.960405,1.004597,0.541776,0.980284,0.923292,1.595886,0.430772,1.102005,0.286752,1.61811,0.780007,1.281589,1.467879,0.345865,1.027653,0.096364,0.994389,0.269852,0.888296,0.809838,0.330504,1.371136,0.396396,1.070046,0.290184,0.255434
"AGMAT",0,0,0,0,0,0,0,0,0.408086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214382,0
"AGO2",9.5590675,4.9316935,3.7329135,4.818568,3.843667,3.6805955,4.345255,3.9733815,3.0660165,3.4030405,4.4310715,3.1156395,4.608548,4.056353,9.4693925,6.146717,9.7512295,4.460981,15.8724905,10.4965805,9.767982,9.4945,7.6704565,11.856983,12.414921,5.006829,5.4803435,8.29046
"AGPAT1",1.30767675,0.63408225,2.087348,2.315439,1.81856325,1.90286225,2.11562625,2.24669075,1.682377,2.56121775,2.1285215,1.94652075,2.13386775,2.017435,0.72094875,0.5326055,0.53430425,0.61040925,0.55153075,0.89644125,3.21567225,1.05400225,0.83080625,0.95392075,1.0241505,0.74840075,0.7526965,1.04706675
"AGPAT2",0.722977666666667,0.6044,0.753174,0.457925,0.70747,0.865238333333333,0.721603333333333,0.814219,1.06909066666667,0.664048666666667,0.519045666666667,0.668614666666667,0.516049666666667,0.593054,0.578314333333333,0.401989333333333,0.262717,0.546542,0.261504666666667,0.725385666666667,0.993860666666667,0.765771666666667,0.851411666666667,0.580893333333333,0.730744,1.152126,0.363080333333333,0.533241666666667
"AGPAT3",3.2131515,0.102436,2.811623,3.8913645,2.480006,1.8765355,4.263696,4.45609,3.1262825,2.3944045,3.714601,3.2985315,3.469475,3.426476,2.5806055,0.0202575,1.168016,0.6565075,1.71121,1.1254555,1.5694285,2.507281,0.991052,3.1786615,2.0214255,0.9344935,1.2328995,1.8967895
"AGR2",0,0.081987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024342,0.046102
"AGT",3.258821,5.95876,2.827164,1.516804,1.147598,1.353729,1.947567,1.566131,2.138412,3.098004,1.646091,1.145149,1.793006,3.020877,4.938503,5.921108,3.168628,2.181413,2.10668,3.260826,5.182157,2.222225,1.912272,1.372023,1.675864,3.789144,1.312815,2.230698
"AGTRAP",0.594935,0,0.072236,0.045448,0,0.090238,0,0,0.341438,0,0,0,0.009334,0.016299,0,0,0,0,0,0,0,0,0,0,0,0.533401,0,0
"AHCY",4.9577385,0,0.750059,0.509677,0.9059865,0.3484485,0.6656485,0.449287,0.2306315,0.6140465,0.6544365,0.483015,0.626929,1.490275,0.043819,0.2518335,2.1486715,0.529184,0.289661,0.130042,0.710565,0,0.121856,0,1.3459595,0,0.169836,1.139891
"AHCYL1",0.205419,0.301041,0.132048,0.288889333333333,0.057535,0.042081,0.112869666666667,0.0943556666666667,0.148114333333333,0.141206,0.0229553333333333,0.180779666666667,0.077451,0.177027666666667,0.298168333333333,0.259803666666667,0,2.51396966666667,0,0.0841376666666667,1.83903233333333,0.12236,0.118749333333333,0.197349666666667,0.370238,0.117468,0.273585666666667,0.209087
"AHDC1",4.209955,6.9617645,7.979878,5.605503,6.4150325,5.6932005,5.805847,7.15097,5.2159635,6.281303,8.166944,5.8518735,6.944903,6.2396325,4.5611065,6.445727,7.589241,9.938273,7.524409,6.876843,3.537534,7.6897115,9.614179,7.0533285,6.6700145,11.0033835,5.5071325,6.40063
"AHNAK",0.2356945,1.284015,0.2272605,0.1396505,0.3645315,0.111912,0.2063205,0.152172,0.165504,0.117601,0.2289655,0.242575,0.4037795,0.176381,1.695297,1.5211745,1.4755585,1.6957945,1.350181,1.325977,0.4607545,1.737083,1.586532,1.3105935,1.356718,1.476876,2.0081065,1.1198355
"AHSA1",0.656843,0.559763,1.036324,0.964136,1.163227,0.967053,0.752079,0.709395,0.710579,0.882615,0.792236,0.742916,0.743826,0.727157,0.694894,0.258253,0.350892,0.120023,0.435188,0.174671,0.042855,0.440486,0.45219,0.380497,0.611684,0.267287,0.145362,0.415752
"AICDA",0.090167,0.31922,0.149757,0.15049,0.178982,0.13589,0.131084,0.072034,0.039174,0.262826,0.113303,0.143774,0.191263,0,0.403922,0.173132,0,0.288637,0.292496,0.130879,0.183745,0.018995,0.177233,0.25493,0.257627,0,0.628612,0.11039
"AIDA",0.309116,0,0.157845,0.034453,0.021559,0.163808,0.137536,0,0.158479,0.273862,0.046282,0.146307,0.013179,0.144945,0,0,0,0,0.017855,0,0,0.024344,0.170444,0,0,0,0,0.106433
"AIF1",4.539927,1.102486,2.614815,3.187249,3.562473,3.085944,2.85333,1.661054,4.983475,3.190172,5.081549,3.995235,3.099072,3.04321,0.910387,0.750564,4.236822,3.270404,2.986053,2.543054,2.816579,1.833354,2.454613,2.704077,2.426045,2.042752,1.063637,1.915128
"AIF1L",0.152096,0.07324,0.856311,0.487361,0.373274,0.4357,1.027251,0.573214,0.320047,0.441454,0.916323,0.277064,0.634591,0.542845,0.089297,0,0,0.351216,0.318281,0,0,0,0,0,0.028556,0,0,0
"AIFM2",0.058198,12.451092,0.347304,0.483847,0.300855,0.568591,0.121557,0.229243,0.532449,0.298592,0.242068,0.436253,0.163008,0.154642,3.53244,6.631084,2.018794,4.235344,2.274151,4.337168,6.382417,2.907811,3.790863,2.888544,2.940769,4.315106,5.200494,3.40612
"AIM2",3.395407,0.906422,0.971469,1.72979,1.155795,1.467105,1.152606,2.358694,0.891416,2.035816,1.15862,1.399595,1.153858,1.25804,3.552713,2.035387,3.991393,1.374333,3.737043,1.644616,2.659546,1.75263,2.323396,2.5087,2.485584,2.823161,1.005851,1.569863
"AIMP1",0,0,0,0,0,0,0,0,0.363835,0,0,0,0,0.693262,0,0,0.042836,0,0,0,0,0.465647,0,0,0,0.768153,0,0
"AIMP2",0.502003333333333,0.896619666666667,1.236466,1.624909,0.871141333333333,1.71753533333333,1.32444033333333,1.02888533333333,0.786375333333333,1.520189,0.930518666666667,0.731544333333333,1.19324233333333,0.923256,0.477441,0.470128333333333,0.665599666666667,0.957203333333333,0.784262,0.449183666666667,0.204864333333333,0.791154666666667,0.538993,0.425684666666667,0.631191333333333,1.3296,0.455837666666667,0.45838
"AIPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.202064,0,0
"AJUBA",1.14765,0.554556,1.440077,1.355869,1.042598,1.147682,1.034288,1.660164,1.222901,1.515448,1.259228,1.729926,1.095019,1.685057,1.282796,1.042973,1.181858,1.102702,1.101419,0.94373,0.84115,1.584765,1.025884,1.542653,0.916192,3.020324,0.903526,0.918233
"AK1",0.283679,0,0.191477,0.570196,0.524342,0.344904,0.159572,0.966522,1.266539,0.257721,0.260545,0.251695,0.267537,0.328417,0.361861,0,0,0.206884,0,0,0.275935,0,0.341491,0.239424,0,0,0,0
"AK2",0,0.240035,0.23914,0.104304,0.237963,0.211444,0,0.399683,0.005394,0.066636,0.199173,0,0.208595,1.198323,0,0,0,0.226884,0,0.103555,0.139293,0.130423,0,0.357895,0.119505,0.120915,0.397111,0.068784
"AK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070713,0,0
"AK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013357,0,0,0,6e-04,0,0,0,0,0,0,1.27421,0
"AK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080332,0,0,0,0,0,0,0,0,0,0.01741,0
"AK6///TAF9",1.3737115,0.675452,0.8844355,0.834132,0.626439,0.722401,0.85652,0.856975,1.097047,1.035099,1.0524245,0.721075,1.0201505,0.986037,0.5455215,0.581279,1.199406,0.9087025,1.2163855,0.7870065,1.0405595,0.987404,0.640792,0.7948885,1.3027555,0.3575645,1.0327035,1.18823
"AKAP1",1.736107,5.339149,1.913751,2.166602,2.17154,1.963919,1.649874,2.533295,2.170865,1.560811,3.020742,1.884049,2.107413,1.82249,5.610811,6.253198,6.936962,3.166056,8.624114,7.392332,5.805348,4.949806,4.325356,5.480411,5.593527,3.521692,5.877888,6.259393
"AKAP10",0,0,0.104922,0.036145,0.149605,0,0.183608,0,0.036699,0.06122,0.064822,0,0.066456,0.282666,0.137285,0.119831,0,0.170654,0.102043,0,0,0.226673,0.212907,0.048351,0.053143,0,0.458404,0.015117
"AKAP12",4.190232,0,0.968546,0.822002,0,1.320191,0.230446,0.896562,0.369836,0.902133,0.147432,0.22168,1.051012,0.327159,0,0,3.010704,1.374289,3.5991,0,0.776585,1.242803,0.35945,0.70187,2.155815,0.681675,0,1.811997
"AKAP7",0.264458,1.012833,1.429607,1.158004,0.826988,1.551986,1.064204,1.220497,1.05418,1.645911,1.265703,1.132954,1.973072,1.34966,0.953389,0.608892,0.275645,0.564336,0.120054,1.049429,0.719778,0.853729,1.040502,0.907997,1.277064,0.995352,0.533743,0.816407
"AKAP8L",1.041071,1.913487,2.102342,1.839012,1.839698,1.761278,1.462207,1.975625,1.789507,1.654782,1.985906,1.675931,1.883348,1.783139,1.74881,1.2423,0.584271,2.837332,1.698242,1.145269,1.036806,1.619197,1.904644,1.810262,2.198058,2.983114,2.467677,1.738718
"AKIRIN2",1.97966133333333,1.556359,1.54372366666667,1.870401,1.70774766666667,1.851038,1.975487,1.51294933333333,1.518245,1.663284,1.78977666666667,1.844701,1.740223,1.523263,1.845074,1.346366,1.68749866666667,1.41204966666667,1.19522766666667,1.369189,1.37869033333333,1.607704,1.35587666666667,2.00286633333333,1.227027,1.913867,1.31057766666667,1.51664166666667
"AKR1A1",2.0189515,1.676979,1.4954355,1.2383405,1.807206,1.5072565,1.909475,1.5440175,1.561185,1.4996675,1.836474,1.381897,1.8837985,1.2513445,0.898618,2.272836,1.1988125,1.4273865,1.263678,1.8375925,0.9117855,1.807735,2.28099,1.984139,1.9516205,1.4628755,2.2391725,2.3775305
"AKR1B1",0.45502,0.934779333333333,0.788927666666667,0.636227333333333,0.641064666666667,0.904976,0.615679,0.720827333333333,0.621219333333333,0.753938666666667,0.502489,0.993925,0.731895333333333,0.848451,0.626121,0.756949666666667,0.402455333333333,0.510438666666667,0.533642666666667,0.522113666666667,0.486640666666667,0.677549666666667,0.916972666666667,0.916546333333333,0.593524,0.805513666666667,0.390660333333333,0.925669333333333
"AKR1B10",0.046402,0,0,0,0,0.428809,0,0.064529,0.004273,0,0,0.310644,0,0,0,0,0.209867,0.077099,0.088545,0,0.338593,1.542211,0.266055,0,0,1.284271,0,0
"AKR1C1",0.158129,0.213359,0.170634,0.120063,0.091141,0.143927,0.132352,0,0.324044,0.399399,0.051713,0,0.026389,0.117487,0,0,0.066048,0.194433,0,0,0,0.090725,0,0,0,0.454755,0.124708,0
"AKR1C2",0.525744,0,0,0,0.036616,0.452435,0,0.018751,0.104956,0.065081,0.002663,0.138793,0.045388,0.092553,0,0,0,0.4564,0,0,0,0,0,0,0,0,0,0
"AKR1C3",1.445396,0,0.3974545,0.59213,0.5535805,0.5708645,0.480904,0.2685815,0.398913,0.413161,0.5467125,0.600007,0.2856655,0.583433,0.127098,0.0778155,0.716308,0.600357,0.099208,0.234607,0.211025,0.1001025,0,0.193322,0.0348355,0.200847,0.236007,0.1848175
"AKR1E2",0.374408,0.044605,0.444179,0.380389,0.491915,0.575837,0.333415,0.380124,0.519545,0.322521,0.807512,0.885805,0.508116,0.42035,0.712845,0.353158,0.006425,0.499942,0.759591,0.364762,0.677926,0.357459,0.560195,0.334872,0.408949,0.696552,0.370467,0.332755
"AKR7A2",1.68564166666667,3.68554133333333,1.03302033333333,1.11776066666667,1.60309366666667,1.018126,1.22004883333333,0.955984833333333,0.995176666666667,1.0455045,1.232176,0.985902,0.987802666666667,0.840169166666667,3.740381,4.34633266666667,2.8787005,1.6541225,2.7317695,2.77438316666667,2.837054,3.47934933333333,2.646314,4.73765766666667,2.79192466666667,2.33852083333333,8.819317,3.82643466666667
"AKT1",0.109185,0,0.510115,0.146076,0.062855,0.572349,0.660174,0.131217,0.104881,0.235115,0.312343,0,0.450514,0.312147,0,0,0.450635,0.769062,0.355546,0.005451,0.309049,0.136956,0.309366,0.287871,0.133411,0,0,0
"AKT1S1",0.764025333333333,7.18159333333333,0.00435933333333333,0.0217633333333333,0.00462166666666667,0.042816,0.102243666666667,0.0765056666666667,0.394517666666667,0.0439473333333333,0.213784,0,0.132606333333333,0,0.522067666666667,1.454191,0.349015,0.0344013333333333,0.459159,0.520686333333333,0.714362333333333,0.399534666666667,0.325581666666667,0.389801666666667,0.545365333333333,0.196622,0.922827333333333,0.967815
"AKTIP",0.051598,0,0,0,0.222099,0,0,0,0.033892,0,0.037027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066316,0,0,0
"ALAD",0.467795,0.046037,1.115383,0.845337,0.987469,0.909358,0.708883,0.938203,0.636841,0.802005,0.865012,0.503162,0.844557,1.730901,0.352399,0,0.629589,0.46434,0.274215,0.50114,0.244437,0,0.061887,0.163135,0.20398,0.176665,0.969563,0
"ALAS1",0.128947,0.051567,0.162184,0,0,0,0,0.011681,0.083802,0,0,0,0.054097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",0,0,0.007785,0.181802,0.068254,0.010538,0,0,0.082925,0,0,0.047928,0.155791,0.056333,0,0,0.50812,0,0.058192,0,0,0.005244,0.110163,0.599335,0.159283,0,0.211174,0.307653
"ALDH1A1",63.267862,120.232748,45.598981,32.525937,36.385666,40.69193,51.949547,49.527136,19.927101,34.681614,43.016377,23.930075,69.563615,34.468325,67.273998,95.185132,179.96403,193.651148,119.93292,157.613307,97.306319,111.911661,123.617831,244.590341,200.676552,117.943155,123.505385,137.636264
"ALDH1A3",0.626439,0.268017,0.539272,0.440732,0.953069,0.659422,0.475464,0.508083,0.484386,0.421947,0.555564,0.472879,0.568159,0.708176,0.214011,0.39534,0.360618,0.093971,0.888827,0.161189,0.090607,0.199953,0.582565,0.098766,0.48539,0.777276,0,0.488952
"ALDH1B1",1.206263,14.186519,3.024372,3.520209,4.322941,10.860573,4.098096,5.640681,2.357263,5.687249,3.353783,4.978097,4.961482,3.264709,5.476676,10.600897,1.176128,7.909944,1.124537,3.573245,2.740982,5.652525,6.55256,3.753358,7.558376,8.258682,5.010134,6.459351
"ALDH2",0,0.208057,0,0.336,0.099842,0.02612,0.048353,0,0,0,0,0.182308,0,0.019646,0,0.164865,0,0,0,0.289058,0.108453,0,0,0.106028,0.171335,0,0.126293,0.285632
"ALDH3A1",0.551906333333333,0.239886,0.570236,0.809207,0.372602666666667,0.253913666666667,0.572923,0.756063,0.759982333333333,0.46117,0.870017333333333,0.418425,0.641783666666667,0.462766,0.302035,0.378912333333333,0.380053,0.31545,0.323258,0.372768666666667,0.337225333333333,0.385144,0.418401,0.380711,0.300801666666667,0.448621666666667,0.272131666666667,0.179986
"ALDH3A2",4.139823,2.533581,4.218821,5.540973,4.580869,4.602769,5.351234,4.257874,6.261658,5.930624,6.057744,4.421366,6.389945,4.324279,3.749778,4.655438,5.221535,4.375922,6.215583,4.207762,2.232949,3.934895,4.716938,3.966637,5.086188,4.688223,3.857417,3.887095
"ALDH3B1",0.626068,0.891095,0.7233105,0.7834635,2.040646,1.3746055,1.18245,2.2190495,3.34619,1.1350405,1.218612,1.561349,1.180222,1.4691665,0.511908,0.343726,0.342738,0.7218425,0.0400165,0.8983395,0.3899615,0.7757375,0.6768055,0.5354185,0.6818715,0.467134,0.554062,0.9300935
"ALDH3B2",12.199823,9.096805,17.071523,14.181396,25.821428,14.865814,16.681626,17.999055,7.416425,11.664276,22.122317,18.297841,18.508995,14.579322,13.655698,16.858146,10.143204,7.943169,9.170409,19.823119,7.063926,10.495582,11.270527,12.648623,17.681564,7.254006,7.887393,12.749268
"ALDH4A1",1.05846,0.765562,1.370096,0.916711,1.003401,0.844143,1.048436,1.606268,1.414051,1.41694,1.588644,1.341624,1.382006,1.900571,1.637435,1.234164,0.808478,0.828088,2.806414,1.894589,1.564389,1.808201,1.70008,1.595351,1.214708,2.245905,0.646843,1.298753
"ALDH6A1",0,0,0.119935,0.098834,0,0,0,0.285368,0.166334,0,0.112739,0.11886,0.216976,0.463522,0.316177,0,0,0,0,0,0.411997,0.017674,0,0.724431,0.059884,0,1.408806,0
"ALDH7A1",0.074665,2.645256,0.096411,0.042678,0,0,0,0.021711,0.504936,0.009908,0.070364,0,0,0.23109,1.361927,1.261115,0,0,0,1.363722,2.391871,2.787956,1.535492,3.390278,1.728506,0.283695,13.054311,3.825266
"ALDH9A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98901,0,0
"ALDOA",3.8658255,1.50038316666667,2.864754,2.72832183333333,2.50819783333333,2.27134866666667,2.88069366666667,2.81545483333333,2.61026533333333,3.00349016666667,2.774082,2.566963,2.54279433333333,2.95705216666667,1.73974933333333,1.72019916666667,2.395283,1.84024083333333,2.65580833333333,1.742658,1.8848825,1.88095933333333,1.69720566666667,1.96417716666667,1.876785,1.17812783333333,1.51642133333333,1.88885783333333
"ALDOC",0.493482,0.225747,0.295418,0.809323,0.221731,0.799308,0.43275,0.170295,0.367251,0.494746,0.313355,0.589369,0.252525,0.815245,0.606851,0.33886,0.311799,0.62735,0.792476,0.198464,0.37194,0.54181,0.339402,0.722151,0.475017,0,0.57715,0.213259
"ALG1",6.899967,0.357649,2.144077,3.522068,2.526751,1.235512,5.141331,1.699592,3.038462,1.826855,3.201389,2.54752,3.178144,2.100055,2.497017,1.778374,1.35126,0.952691,2.444525,2.07729,1.141257,1.938596,1.80192,2.141441,3.865034,0.987967,2.493834,2.945822
"ALG11",0.248652,0,0.265756,0.263293,0.162343,0.071583,0.096579,0.196262,0.312587,0.374369,0.265263,0,0.209222,0.432262,0,0,0.635148,0.076977,0.215936,0.013848,0,0,0,0.126999,0.021878,0,0,0.085985
"ALG12",0,0,0.223677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092801,0,0,0,0.971747,0,0,0,0,0,0,0
"ALG13",0.18846,0,0.271584,0,0.059672,0.098225,0,0.04655,0.119951,0,0.102644,0.07571,0,0,0,0,0,0,0.169774,0,0,0,0,0,0,0.386892,0,0
"ALG14",0.065049,0,0.457711,0.10565,0.107807,0.067091,0,0.122132,0,0,0,0,0.080399,0.032847,0,0,0,0,0,0,0,0,0,0,0,0.055464,3.893513,0
"ALG2",1.14501,0.469275,0.568177,0.817244,0.592772,0.823151,1.080127,0.442606,0.427773,0.887651,0.682204,0.529321,0.471784,0.64078,1.173737,1.251639,2.219525,1.173381,3.171169,1.012438,0.710706,1.187805,1.395685,1.094018,0.909493,0.478646,1.502051,0.784384
"ALG3",0.335772,0.001553,0.800134,0.479377,0.307834,0.387222,0.265815,0.306399,0.396965,0.258663,0.266489,0.257362,0.27599,0.322314,0,0.386924,0.294375,0.273875,0.452433,0.117065,0,0.205346,0.047662,0.1984,0.698487,0,0.115942,0
"ALG5",0.39919,0.015439,0.042661,0.11512,0.262644,0.324727,0,0.219457,0.546942,0.253693,0.142868,0,0.200433,0,0,0,0.007341,0.322204,0.149849,0.196569,0.558643,0.255885,0.274928,0.354994,0.480617,0.153205,0.649824,0.675353
"ALG6",2.036287,4.893856,6.404457,5.617138,6.850398,6.26574,5.42318,6.760176,8.059135,6.012663,6.401042,5.018561,6.378844,6.884701,4.506711,2.364221,1.048647,5.390883,2.689351,3.320242,5.084716,3.371858,5.673831,5.102432,3.584573,5.594787,2.821472,4.764601
